origin,init,destination,final,price
9,12,3,13,2.4
9,12,4,13,0.8
9,12,5,13,0.5
9,12,6,13,0.7
9,12,7,13,0.9
9,12,8,13,1.2
0,13,1,14,0.9
0,13,2,14,1.1
0,13,3,16,3.6
0,13,4,14,0.9
0,13,5,15,1.5
0,13,6,14,1.3
0,13,7,14,0.7
0,13,8,14,0.7
0,13,9,15,1.7
1,13,0,14,1.0
1,13,2,14,0.4
1,13,3,15,2.7
1,13,4,14,0.8
1,13,5,14,0.5
1,13,6,15,1.1
1,13,7,14,0.5
1,13,8,14,1.4
1,13,9,14,0.9
2,13,0,14,1.2
2,13,1,14,0.5
2,13,3,15,2.3
2,13,4,14,0.4
2,13,5,14,0.5
2,13,6,14,0.7
2,13,7,14,0.6
2,13,8,14,1.0
2,13,9,14,0.6
3,13,0,16,3.8
3,13,1,15,2.8
3,13,2,15,2.5
3,13,4,15,2.8
3,13,5,14,2.1
3,13,6,15,3.8
3,13,7,15,2.9
3,13,8,15,5.5
3,13,9,14,2.3
4,13,0,14,0.8
4,13,1,14,0.9
4,13,2,14,0.6
4,13,3,15,2.8
4,13,5,14,0.9
4,13,6,14,0.5
4,13,7,14,0.4
4,13,8,14,0.7
4,13,9,14,0.8
5,13,0,15,1.5
5,13,1,14,0.6
5,13,2,14,0.5
5,13,3,14,1.9
5,13,4,14,0.9
5,13,6,14,1.0
5,13,7,14,1.0
5,13,8,15,1.4
5,13,9,14,0.6
6,13,0,14,1.2
6,13,1,14,1.0
6,13,2,14,0.7
6,13,3,14,3.5
6,13,4,14,0.4
6,13,5,14,1.1
6,13,7,14,0.7
6,13,8,14,0.7
6,13,9,14,0.6
7,13,0,14,0.7
7,13,1,14,0.5
7,13,2,14,0.4
7,13,3,15,2.9
7,13,4,14,0.4
7,13,5,14,1.0
7,13,6,14,0.7
7,13,8,14,0.8
7,13,9,14,1.0
8,13,0,14,0.8
8,13,1,14,1.4
8,13,2,14,1.0
8,13,3,15,5.3
8,13,4,14,0.6
8,13,5,15,1.4
8,13,6,14,0.7
8,13,7,14,0.8
8,13,9,14,1.1
9,13,0,15,1.6
9,13,1,14,0.8
9,13,2,14,0.5
9,13,3,14,2.4
9,13,4,14,0.8
9,13,5,14,0.5
9,13,6,14,0.7
9,13,7,14,0.9
9,13,8,14,1.2
0,14,1,15,0.9
0,14,2,15,1.1
0,14,3,17,3.6
0,14,4,15,0.9
0,14,5,16,1.5
0,14,6,15,1.3
0,14,7,15,0.7
0,14,8,15,0.7
0,14,9,16,1.7
1,14,0,15,1.0
1,14,2,15,0.4
1,14,3,16,2.7
1,14,4,15,0.8
1,14,5,15,0.5
1,14,6,16,1.1
1,14,7,15,0.5
1,14,8,15,1.4
1,14,9,15,0.9
2,14,0,15,1.2
2,14,1,15,0.5
2,14,3,16,2.3
2,14,4,15,0.4
2,14,5,15,0.5
2,14,6,15,0.7
2,14,7,15,0.6
2,14,8,15,1.0
2,14,9,15,0.6
3,14,0,17,3.8
3,14,1,16,2.8
3,14,2,16,2.5
3,14,4,16,2.8
3,14,5,15,2.1
3,14,6,16,3.8
3,14,7,16,2.9
3,14,8,16,5.5
3,14,9,15,2.3
4,14,0,15,0.8
4,14,1,15,0.9
4,14,2,15,0.6
4,14,3,16,2.8
4,14,5,15,0.9
4,14,6,15,0.5
4,14,7,15,0.4
4,14,8,15,0.7
4,14,9,15,0.8
5,14,0,16,1.5
5,14,1,15,0.6
5,14,2,15,0.5
5,14,3,15,1.9
5,14,4,15,0.9
5,14,6,15,1.0
5,14,7,15,1.0
5,14,8,16,1.4
5,14,9,15,0.6
6,14,0,15,1.2
6,14,1,15,1.0
6,14,2,15,0.7
6,14,3,15,3.5
6,14,4,15,0.4
6,14,5,15,1.1
6,14,7,15,0.7
6,14,8,15,0.7
6,14,9,15,0.6
7,14,0,15,0.7
7,14,1,15,0.5
7,14,2,15,0.4
7,14,3,16,2.9
7,14,4,15,0.4
7,14,5,15,1.0
7,14,6,15,0.7
7,14,8,15,0.8
7,14,9,15,1.0
8,14,0,15,0.8
8,14,1,15,1.4
8,14,2,15,1.0
8,14,3,16,5.3
8,14,4,15,0.6
8,14,5,16,1.4
8,14,6,15,0.7
8,14,7,15,0.8
8,14,9,15,1.1
9,14,0,16,1.6
9,14,1,15,0.8
9,14,2,15,0.5
9,14,3,15,2.4
9,14,4,15,0.8
9,14,5,15,0.5
9,14,6,15,0.7
9,14,7,15,0.9
9,14,8,15,1.2
0,15,1,16,0.9
0,15,2,16,1.1
0,15,3,18,3.6
0,15,4,16,0.9
0,15,5,17,1.5
0,15,6,16,1.3
0,15,7,16,0.7
0,15,8,16,0.7
0,15,9,17,1.7
1,15,0,16,1.0
1,15,2,16,0.4
1,15,3,17,2.7
1,15,4,16,0.8
1,15,5,16,0.5
1,15,6,17,1.1
1,15,7,16,0.5
1,15,8,16,1.4
1,15,9,16,0.9
2,15,0,16,1.2
2,15,1,16,0.5
2,15,3,17,2.3
2,15,4,16,0.4
2,15,5,16,0.5
2,15,6,16,0.7
2,15,7,16,0.6
2,15,8,16,1.0
2,15,9,16,0.6
3,15,0,18,3.8
3,15,1,17,2.8
3,15,2,17,2.5
3,15,4,17,2.8
3,15,5,16,2.1
3,15,6,17,3.8
3,15,7,17,2.9
3,15,8,17,5.5
3,15,9,16,2.3
4,15,0,16,0.8
4,15,1,16,0.9
4,15,2,16,0.6
4,15,3,17,2.8
4,15,5,16,0.9
4,15,6,16,0.5
4,15,7,16,0.4
4,15,8,16,0.7
4,15,9,16,0.8
5,15,0,17,1.5
5,15,1,16,0.6
5,15,2,16,0.5
5,15,3,16,1.9
5,15,4,16,0.9
5,15,6,16,1.0
5,15,7,16,1.0
5,15,8,17,1.4
5,15,9,16,0.6
6,15,0,16,1.2
6,15,1,16,1.0
6,15,2,16,0.7
6,15,3,16,3.5
6,15,4,16,0.4
6,15,5,16,1.1
6,15,7,16,0.7
6,15,8,16,0.7
6,15,9,16,0.6
7,15,0,16,0.7
7,15,1,16,0.5
7,15,2,16,0.4
7,15,3,17,2.9
7,15,4,16,0.4
7,15,5,16,1.0
7,15,6,16,0.7
7,15,8,16,0.8
7,15,9,16,1.0
8,15,0,16,0.8
8,15,1,16,1.4
8,15,2,16,1.0
8,15,3,17,5.3
8,15,4,16,0.6
8,15,5,17,1.4
8,15,6,16,0.7
8,15,7,16,0.8
8,15,9,16,1.1
9,15,0,17,1.6
9,15,1,16,0.8
9,15,2,16,0.5
9,15,3,16,2.4
9,15,4,16,0.8
9,15,5,16,0.5
9,15,6,16,0.7
9,15,7,16,0.9
9,15,8,16,1.2
0,16,1,17,0.9
0,16,2,17,1.1
0,16,3,19,3.6
0,16,4,17,0.9
0,16,5,18,1.5
0,16,6,17,1.3
0,16,7,17,0.7
0,16,8,17,0.7
0,16,9,18,1.7
1,16,0,17,1.0
1,16,2,17,0.4
1,16,3,18,2.7
1,16,4,17,0.8
1,16,5,17,0.5
1,16,6,18,1.1
1,16,7,17,0.5
1,16,8,17,1.4
1,16,9,17,0.9
2,16,0,17,1.2
2,16,1,17,0.5
2,16,3,18,2.3
2,16,4,17,0.4
2,16,5,17,0.5
2,16,6,17,0.7
2,16,7,17,0.6
2,16,8,17,1.0
2,16,9,17,0.6
3,16,0,19,3.8
3,16,1,18,2.8
3,16,2,18,2.5
3,16,4,18,2.8
3,16,5,17,2.1
3,16,6,18,3.8
3,16,7,18,2.9
3,16,8,18,5.5
3,16,9,17,2.3
4,16,0,17,0.8
4,16,1,17,0.9
4,16,2,17,0.6
4,16,3,18,2.8
4,16,5,17,0.9
4,16,6,17,0.5
4,16,7,17,0.4
4,16,8,17,0.7
4,16,9,17,0.8
5,16,0,18,1.5
5,16,1,17,0.6
5,16,2,17,0.5
5,16,3,17,1.9
5,16,4,17,0.9
5,16,6,17,1.0
5,16,7,17,1.0
5,16,8,18,1.4
5,16,9,17,0.6
6,16,0,17,1.2
6,16,1,17,1.0
6,16,2,17,0.7
6,16,3,17,3.5
6,16,4,17,0.4
6,16,5,17,1.1
6,16,7,17,0.7
6,16,8,17,0.7
6,16,9,17,0.6
7,16,0,17,0.7
7,16,1,17,0.5
7,16,2,17,0.4
7,16,3,18,2.9
7,16,4,17,0.4
7,16,5,17,1.0
7,16,6,17,0.7
7,16,8,17,0.8
7,16,9,17,1.0
8,16,0,17,0.8
8,16,1,17,1.4
8,16,2,17,1.0
8,16,3,18,5.3
8,16,4,17,0.6
8,16,5,18,1.4
8,16,6,17,0.7
8,16,7,17,0.8
8,16,9,17,1.1
9,16,0,18,1.6
9,16,1,17,0.8
9,16,2,17,0.5
9,16,3,17,2.4
9,16,4,17,0.8
9,16,5,17,0.5
9,16,6,17,0.7
9,16,7,17,0.9
9,16,8,17,1.2
0,17,1,18,0.9
0,17,2,18,1.1
0,17,3,20,3.6
0,17,4,18,0.9
0,17,5,19,1.5
0,17,6,18,1.3
0,17,7,18,0.7
0,17,8,18,0.7
0,17,9,19,1.7
1,17,0,18,1.0
1,17,2,18,0.4
1,17,3,19,2.7
1,17,4,18,0.8
1,17,5,18,0.5
1,17,6,19,1.1
1,17,7,18,0.5
1,17,8,18,1.4
1,17,9,18,0.9
2,17,0,18,1.2
2,17,1,18,0.5
2,17,3,19,2.3
2,17,4,18,0.4
2,17,5,18,0.5
2,17,6,18,0.7
2,17,7,18,0.6
2,17,8,18,1.0
2,17,9,18,0.6
3,17,0,20,3.8
3,17,1,19,2.8
3,17,2,19,2.5
3,17,4,19,2.8
3,17,5,18,2.1
3,17,6,19,3.8
3,17,7,19,2.9
3,17,8,19,5.5
3,17,9,18,2.3
4,17,0,18,0.8
4,17,1,18,0.9
4,17,2,18,0.6
4,17,3,19,2.8
4,17,5,18,0.9
4,17,6,18,0.5
4,17,7,18,0.4
4,17,8,18,0.7
4,17,9,18,0.8
5,17,0,19,1.5
5,17,1,18,0.6
5,17,2,18,0.5
5,17,3,18,1.9
5,17,4,18,0.9
5,17,6,18,1.0
5,17,7,18,1.0
5,17,8,19,1.4
5,17,9,18,0.6
6,17,0,18,1.2
6,17,1,18,1.0
6,17,2,18,0.7
6,17,3,18,3.5
6,17,4,18,0.4
6,17,5,18,1.1
6,17,7,18,0.7
6,17,8,18,0.7
6,17,9,18,0.6
7,17,0,18,0.7
7,17,1,18,0.5
7,17,2,18,0.4
7,17,3,19,2.9
7,17,4,18,0.4
7,17,5,18,1.0
7,17,6,18,0.7
7,17,8,18,0.8
7,17,9,18,1.0
8,17,0,18,0.8
8,17,1,18,1.4
8,17,2,18,1.0
8,17,3,19,5.3
8,17,4,18,0.6
8,17,5,19,1.4
8,17,6,18,0.7
8,17,7,18,0.8
8,17,9,18,1.1
9,17,0,19,1.6
9,17,1,18,0.8
9,17,2,18,0.5
9,17,3,18,2.4
9,17,4,18,0.8
9,17,5,18,0.5
9,17,6,18,0.7
9,17,7,18,0.9
9,17,8,18,1.2
0,18,1,19,0.9
0,18,2,19,1.1
0,18,3,21,3.6
0,18,4,19,0.9
0,18,5,20,1.5
0,18,6,19,1.3
0,18,7,19,0.7
0,18,8,19,0.7
0,18,9,20,1.7
1,18,0,19,1.0
1,18,2,19,0.4
1,18,3,20,2.7
1,18,4,19,0.8
1,18,5,19,0.5
1,18,6,20,1.1
1,18,7,19,0.5
1,18,8,19,1.4
1,18,9,19,0.9
2,18,0,19,1.2
2,18,1,19,0.5
2,18,3,20,2.3
2,18,4,19,0.4
2,18,5,19,0.5
2,18,6,19,0.7
2,18,7,19,0.6
2,18,8,19,1.0
2,18,9,19,0.6
3,18,0,21,3.8
3,18,1,20,2.8
3,18,2,20,2.5
3,18,4,20,2.8
3,18,5,19,2.1
3,18,6,20,3.8
3,18,7,20,2.9
3,18,8,20,5.5
3,18,9,19,2.3
4,18,0,19,0.8
4,18,1,19,0.9
4,18,2,19,0.6
4,18,3,20,2.8
4,18,5,19,0.9
4,18,6,19,0.5
4,18,7,19,0.4
4,18,8,19,0.7
4,18,9,19,0.8
5,18,0,20,1.5
5,18,1,19,0.6
5,18,2,19,0.5
5,18,3,19,1.9
5,18,4,19,0.9
5,18,6,19,1.0
5,18,7,19,1.0
5,18,8,20,1.4
5,18,9,19,0.6
6,18,0,19,1.2
6,18,1,19,1.0
6,18,2,19,0.7
6,18,3,19,3.5
6,18,4,19,0.4
6,18,5,19,1.1
6,18,7,19,0.7
6,18,8,19,0.7
6,18,9,19,0.6
7,18,0,19,0.7
7,18,1,19,0.5
7,18,2,19,0.4
7,18,3,20,2.9
7,18,4,19,0.4
7,18,5,19,1.0
7,18,6,19,0.7
7,18,8,19,0.8
7,18,9,19,1.0
8,18,0,19,0.8
8,18,1,19,1.4
8,18,2,19,1.0
8,18,3,20,5.3
8,18,4,19,0.6
8,18,5,20,1.4
8,18,6,19,0.7
8,18,7,19,0.8
8,18,9,19,1.1
9,18,0,20,1.6
9,18,1,19,0.8
9,18,2,19,0.5
9,18,3,19,2.4
9,18,4,19,0.8
9,18,5,19,0.5
9,18,6,19,0.7
9,18,7,19,0.9
9,18,8,19,1.2
0,19,1,20,0.9
0,19,2,20,1.1
0,19,3,22,3.6
0,19,4,20,0.9
0,19,5,21,1.5
0,19,6,20,1.3
0,19,7,20,0.7
0,19,8,20,0.7
0,19,9,21,1.7
1,19,0,20,1.0
1,19,2,20,0.4
1,19,3,21,2.7
1,19,4,20,0.8
1,19,5,20,0.5
1,19,6,21,1.1
1,19,7,20,0.5
1,19,8,20,1.4
1,19,9,20,0.9
2,19,0,20,1.2
2,19,1,20,0.5
2,19,3,21,2.3
2,19,4,20,0.4
2,19,5,20,0.5
2,19,6,20,0.7
2,19,7,20,0.6
2,19,8,20,1.0
2,19,9,20,0.6
3,19,0,22,3.8
3,19,1,21,2.8
3,19,2,21,2.5
3,19,4,21,2.8
3,19,5,20,2.1
3,19,6,21,3.8
3,19,7,21,2.9
3,19,8,21,5.5
3,19,9,20,2.3
4,19,0,20,0.8
4,19,1,20,0.9
4,19,2,20,0.6
4,19,3,21,2.8
4,19,5,20,0.9
4,19,6,20,0.5
4,19,7,20,0.4
4,19,8,20,0.7
4,19,9,20,0.8
5,19,0,21,1.5
5,19,1,20,0.6
5,19,2,20,0.5
5,19,3,20,1.9
5,19,4,20,0.9
5,19,6,20,1.0
5,19,7,20,1.0
5,19,8,21,1.4
5,19,9,20,0.6
6,19,0,20,1.2
6,19,1,20,1.0
6,19,2,20,0.7
6,19,3,20,3.5
6,19,4,20,0.4
6,19,5,20,1.1
6,19,7,20,0.7
6,19,8,20,0.7
6,19,9,20,0.6
7,19,0,20,0.7
7,19,1,20,0.5
7,19,2,20,0.4
7,19,3,21,2.9
7,19,4,20,0.4
7,19,5,20,1.0
7,19,6,20,0.7
7,19,8,20,0.8
7,19,9,20,1.0
8,19,0,20,0.8
8,19,1,20,1.4
8,19,2,20,1.0
8,19,3,21,5.3
8,19,4,20,0.6
8,19,5,21,1.4
8,19,6,20,0.7
8,19,7,20,0.8
8,19,9,20,1.1
9,19,0,21,1.6
9,19,1,20,0.8
9,19,2,20,0.5
9,19,3,20,2.4
9,19,4,20,0.8
9,19,5,20,0.5
9,19,6,20,0.7
9,19,7,20,0.9
9,19,8,20,1.2
0,20,1,21,0.9
0,20,2,21,1.1
0,20,3,23,3.6
0,20,4,21,0.9
0,20,5,22,1.5
0,20,6,21,1.3
0,20,7,21,0.7
0,20,8,21,0.7
0,20,9,22,1.7
1,20,0,21,1.0
1,20,2,21,0.4
1,20,3,22,2.7
1,20,4,21,0.8
1,20,5,21,0.5
1,20,6,22,1.1
1,20,7,21,0.5
1,20,8,21,1.4
1,20,9,21,0.9
2,20,0,21,1.2
2,20,1,21,0.5
2,20,3,22,2.3
2,20,4,21,0.4
2,20,5,21,0.5
2,20,6,21,0.7
2,20,7,21,0.6
2,20,8,21,1.0
2,20,9,21,0.6
3,20,0,23,3.8
3,20,1,22,2.8
3,20,2,22,2.5
3,20,4,22,2.8
3,20,5,21,2.1
3,20,6,22,3.8
3,20,7,22,2.9
3,20,8,22,5.5
3,20,9,21,2.3
4,20,0,21,0.8
4,20,1,21,0.9
4,20,2,21,0.6
4,20,3,22,2.8
4,20,5,21,0.9
4,20,6,21,0.5
4,20,7,21,0.4
4,20,8,21,0.7
4,20,9,21,0.8
5,20,0,22,1.5
5,20,1,21,0.6
5,20,2,21,0.5
5,20,3,21,1.9
5,20,4,21,0.9
5,20,6,21,1.0
5,20,7,21,1.0
5,20,8,22,1.4
5,20,9,21,0.6
6,20,0,21,1.2
6,20,1,21,1.0
6,20,2,21,0.7
6,20,3,21,3.5
6,20,4,21,0.4
6,20,5,21,1.1
6,20,7,21,0.7
6,20,8,21,0.7
6,20,9,21,0.6
7,20,0,21,0.7
7,20,1,21,0.5
7,20,2,21,0.4
7,20,3,22,2.9
7,20,4,21,0.4
7,20,5,21,1.0
7,20,6,21,0.7
7,20,8,21,0.8
7,20,9,21,1.0
8,20,0,21,0.8
8,20,1,21,1.4
8,20,2,21,1.0
8,20,3,22,5.3
8,20,4,21,0.6
8,20,5,22,1.4
8,20,6,21,0.7
8,20,7,21,0.8
8,20,9,21,1.1
9,20,0,22,1.6
9,20,1,21,0.8
9,20,2,21,0.5
9,20,3,21,2.4
9,20,4,21,0.8
9,20,5,21,0.5
9,20,6,21,0.7
9,20,7,21,0.9
9,20,8,21,1.2
0,21,1,22,0.9
0,21,2,22,1.1
0,21,3,24,3.6
0,21,4,22,0.9
0,21,5,23,1.5
0,21,6,22,1.3
0,21,7,22,0.7
0,21,8,22,0.7
0,21,9,23,1.7
1,21,0,22,1.0
1,21,2,22,0.4
1,21,3,23,2.7
1,21,4,22,0.8
1,21,5,22,0.5
1,21,6,23,1.1
1,21,7,22,0.5
1,21,8,22,1.4
1,21,9,22,0.9
2,21,0,22,1.2
2,21,1,22,0.5
2,21,3,23,2.3
2,21,4,22,0.4
2,21,5,22,0.5
2,21,6,22,0.7
2,21,7,22,0.6
2,21,8,22,1.0
2,21,9,22,0.6
3,21,0,24,3.8
3,21,1,23,2.8
3,21,2,23,2.5
3,21,4,23,2.8
3,21,5,22,2.1
3,21,6,23,3.8
3,21,7,23,2.9
3,21,8,23,5.5
3,21,9,22,2.3
4,21,0,22,0.8
4,21,1,22,0.9
4,21,2,22,0.6
4,21,3,23,2.8
4,21,5,22,0.9
4,21,6,22,0.5
4,21,7,22,0.4
4,21,8,22,0.7
4,21,9,22,0.8
5,21,0,23,1.5
5,21,1,22,0.6
5,21,2,22,0.5
5,21,3,22,1.9
5,21,4,22,0.9
5,21,6,22,1.0
5,21,7,22,1.0
5,21,8,23,1.4
5,21,9,22,0.6
6,21,0,22,1.2
6,21,1,22,1.0
6,21,2,22,0.7
6,21,3,22,3.5
6,21,4,22,0.4
6,21,5,22,1.1
6,21,7,22,0.7
6,21,8,22,0.7
6,21,9,22,0.6
7,21,0,22,0.7
7,21,1,22,0.5
7,21,2,22,0.4
7,21,3,23,2.9
7,21,4,22,0.4
7,21,5,22,1.0
7,21,6,22,0.7
7,21,8,22,0.8
7,21,9,22,1.0
8,21,0,22,0.8
8,21,1,22,1.4
8,21,2,22,1.0
8,21,3,23,5.3
8,21,4,22,0.6
8,21,5,23,1.4
8,21,6,22,0.7
8,21,7,22,0.8
8,21,9,22,1.1
9,21,0,23,1.6
9,21,1,22,0.8
9,21,2,22,0.5
9,21,3,22,2.4
9,21,4,22,0.8
9,21,5,22,0.5
9,21,6,22,0.7
9,21,7,22,0.9
9,21,8,22,1.2
0,22,1,23,0.9
0,22,2,23,1.1
0,22,3,25,3.6
0,22,4,23,0.9
0,22,5,24,1.5
0,22,6,23,1.3
0,22,7,23,0.7
0,22,8,23,0.7
0,22,9,24,1.7
1,22,0,23,1.0
1,22,2,23,0.4
1,22,3,24,2.7
1,22,4,23,0.8
1,22,5,23,0.5
1,22,6,24,1.1
1,22,7,23,0.5
1,22,8,23,1.4
1,22,9,23,0.9
2,22,0,23,1.2
2,22,1,23,0.5
2,22,3,24,2.3
2,22,4,23,0.4
2,22,5,23,0.5
2,22,6,23,0.7
2,22,7,23,0.6
2,22,8,23,1.0
2,22,9,23,0.6
3,22,0,25,3.8
3,22,1,24,2.8
3,22,2,24,2.5
3,22,4,24,2.8
3,22,5,23,2.1
3,22,6,24,3.8
3,22,7,24,2.9
3,22,8,24,5.5
3,22,9,23,2.3
4,22,0,23,0.8
4,22,1,23,0.9
4,22,2,23,0.6
4,22,3,24,2.8
4,22,5,23,0.9
4,22,6,23,0.5
4,22,7,23,0.4
4,22,8,23,0.7
4,22,9,23,0.8
5,22,0,24,1.5
5,22,1,23,0.6
5,22,2,23,0.5
5,22,3,23,1.9
5,22,4,23,0.9
5,22,6,23,1.0
5,22,7,23,1.0
5,22,8,24,1.4
5,22,9,23,0.6
6,22,0,23,1.2
6,22,1,23,1.0
6,22,2,23,0.7
6,22,3,23,3.5
6,22,4,23,0.4
6,22,5,23,1.1
6,22,7,23,0.7
6,22,8,23,0.7
6,22,9,23,0.6
7,22,0,23,0.7
7,22,1,23,0.5
7,22,2,23,0.4
7,22,3,24,2.9
7,22,4,23,0.4
7,22,5,23,1.0
7,22,6,23,0.7
7,22,8,23,0.8
7,22,9,23,1.0
8,22,0,23,0.8
8,22,1,23,1.4
8,22,2,23,1.0
8,22,3,24,5.3
8,22,4,23,0.6
8,22,5,24,1.4
8,22,6,23,0.7
8,22,7,23,0.8
8,22,9,23,1.1
9,22,0,24,1.6
9,22,1,23,0.8
9,22,2,23,0.5
9,22,3,23,2.4
9,22,4,23,0.8
9,22,5,23,0.5
9,22,6,23,0.7
9,22,7,23,0.9
9,22,8,23,1.2
0,23,1,24,0.9
0,23,2,24,1.1
0,23,3,26,3.6
0,23,4,24,0.9
0,23,5,25,1.5
0,23,6,24,1.3
0,23,7,24,0.7
0,23,8,24,0.7
0,23,9,25,1.7
1,23,0,24,1.0
1,23,2,24,0.4
1,23,3,25,2.7
1,23,4,24,0.8
1,23,5,24,0.5
1,23,6,25,1.1
1,23,7,24,0.5
1,23,8,24,1.4
1,23,9,24,0.9
2,23,0,24,1.2
2,23,1,24,0.5
2,23,3,25,2.3
2,23,4,24,0.4
2,23,5,24,0.5
2,23,6,24,0.7
2,23,7,24,0.6
2,23,8,24,1.0
2,23,9,24,0.6
3,23,0,26,3.8
3,23,1,25,2.8
3,23,2,25,2.5
3,23,4,25,2.8
3,23,5,24,2.1
3,23,6,25,3.8
3,23,7,25,2.9
3,23,8,25,5.5
3,23,9,24,2.3
4,23,0,24,0.8
4,23,1,24,0.9
4,23,2,24,0.6
4,23,3,25,2.8
4,23,5,24,0.9
4,23,6,24,0.5
4,23,7,24,0.4
4,23,8,24,0.7
4,23,9,24,0.8
5,23,0,25,1.5
5,23,1,24,0.6
5,23,2,24,0.5
5,23,3,24,1.9
5,23,4,24,0.9
5,23,6,24,1.0
5,23,7,24,1.0
5,23,8,25,1.4
5,23,9,24,0.6
6,23,0,24,1.2
6,23,1,24,1.0
6,23,2,24,0.7
6,23,3,24,3.5
6,23,4,24,0.4
6,23,5,24,1.1
6,23,7,24,0.7
6,23,8,24,0.7
6,23,9,24,0.6
7,23,0,24,0.7
7,23,1,24,0.5
7,23,2,24,0.4
7,23,3,25,2.9
7,23,4,24,0.4
7,23,5,24,1.0
7,23,6,24,0.7
7,23,8,24,0.8
7,23,9,24,1.0
8,23,0,24,0.8
8,23,1,24,1.4
8,23,2,24,1.0
8,23,3,25,5.3
8,23,4,24,0.6
8,23,5,25,1.4
8,23,6,24,0.7
8,23,7,24,0.8
8,23,9,24,1.1
9,23,0,25,1.6
9,23,1,24,0.8
9,23,2,24,0.5
9,23,3,24,2.4
9,23,4,24,0.8
9,23,5,24,0.5
9,23,6,24,0.7
9,23,7,24,0.9
9,23,8,24,1.2
0,24,1,25,0.9
0,24,2,25,1.1
0,24,3,27,3.6
0,24,4,25,0.9
0,24,5,26,1.5
0,24,6,25,1.3
0,24,7,25,0.7
0,24,8,25,0.7
0,24,9,26,1.7
1,24,0,25,1.0
1,24,2,25,0.4
1,24,3,26,2.7
1,24,4,25,0.8
1,24,5,25,0.5
1,24,6,26,1.1
1,24,7,25,0.5
1,24,8,25,1.4
1,24,9,25,0.9
2,24,0,25,1.2
2,24,1,25,0.5
2,24,3,26,2.3
2,24,4,25,0.4
2,24,5,25,0.5
2,24,6,25,0.7
2,24,7,25,0.6
2,24,8,25,1.0
2,24,9,25,0.6
3,24,0,27,3.8
3,24,1,26,2.8
3,24,2,26,2.5
3,24,4,26,2.8
3,24,5,25,2.1
3,24,6,26,3.8
3,24,7,26,2.9
3,24,8,26,5.5
3,24,9,25,2.3
4,24,0,25,0.8
4,24,1,25,0.9
4,24,2,25,0.6
4,24,3,26,2.8
4,24,5,25,0.9
4,24,6,25,0.5
4,24,7,25,0.4
4,24,8,25,0.7
4,24,9,25,0.8
5,24,0,26,1.5
5,24,1,25,0.6
5,24,2,25,0.5
5,24,3,25,1.9
5,24,4,25,0.9
5,24,6,25,1.0
5,24,7,25,1.0
5,24,8,26,1.4
5,24,9,25,0.6
6,24,0,25,1.2
6,24,1,25,1.0
6,24,2,25,0.7
6,24,3,25,3.5
6,24,4,25,0.4
6,24,5,25,1.1
6,24,7,25,0.7
6,24,8,25,0.7
6,24,9,25,0.6
7,24,0,25,0.7
7,24,1,25,0.5
7,24,2,25,0.4
7,24,3,26,2.9
7,24,4,25,0.4
7,24,5,25,1.0
7,24,6,25,0.7
7,24,8,25,0.8
7,24,9,25,1.0
8,24,0,25,0.8
8,24,1,25,1.4
8,24,2,25,1.0
8,24,3,26,5.3
8,24,4,25,0.6
8,24,5,26,1.4
8,24,6,25,0.7
8,24,7,25,0.8
8,24,9,25,1.1
9,24,0,26,1.6
9,24,1,25,0.8
9,24,2,25,0.5
9,24,3,25,2.4
9,24,4,25,0.8
9,24,5,25,0.5
9,24,6,25,0.7
9,24,7,25,0.9
9,24,8,25,1.2
0,25,1,26,0.9
0,25,2,26,1.1
0,25,3,28,3.6
0,25,4,26,0.9
0,25,5,27,1.5
0,25,6,26,1.3
0,25,7,26,0.7
0,25,8,26,0.7
0,25,9,27,1.7
1,25,0,26,1.0
1,25,2,26,0.4
1,25,3,27,2.7
1,25,4,26,0.8
1,25,5,26,0.5
1,25,6,27,1.1
1,25,7,26,0.5
1,25,8,26,1.4
1,25,9,26,0.9
2,25,0,26,1.2
2,25,1,26,0.5
2,25,3,27,2.3
2,25,4,26,0.4
2,25,5,26,0.5
2,25,6,26,0.7
2,25,7,26,0.6
2,25,8,26,1.0
2,25,9,26,0.6
3,25,0,28,3.8
3,25,1,27,2.8
3,25,2,27,2.5
3,25,4,27,2.8
3,25,5,26,2.1
3,25,6,27,3.8
3,25,7,27,2.9
3,25,8,27,5.5
3,25,9,26,2.3
4,25,0,26,0.8
4,25,1,26,0.9
4,25,2,26,0.6
4,25,3,27,2.8
4,25,5,26,0.9
4,25,6,26,0.5
4,25,7,26,0.4
4,25,8,26,0.7
4,25,9,26,0.8
5,25,0,27,1.5
5,25,1,26,0.6
5,25,2,26,0.5
5,25,3,26,1.9
5,25,4,26,0.9
5,25,6,26,1.0
5,25,7,26,1.0
5,25,8,27,1.4
5,25,9,26,0.6
6,25,0,26,1.2
6,25,1,26,1.0
6,25,2,26,0.7
6,25,3,26,3.5
6,25,4,26,0.4
6,25,5,26,1.1
6,25,7,26,0.7
6,25,8,26,0.7
6,25,9,26,0.6
7,25,0,26,0.7
7,25,1,26,0.5
7,25,2,26,0.4
7,25,3,27,2.9
7,25,4,26,0.4
7,25,5,26,1.0
7,25,6,26,0.7
7,25,8,26,0.8
7,25,9,26,1.0
8,25,0,26,0.8
8,25,1,26,1.4
8,25,2,26,1.0
8,25,3,27,5.3
8,25,4,26,0.6
8,25,5,27,1.4
8,25,6,26,0.7
